"""0"",""1"",""00"",""01"",""10"",""11"",""000"",""001"",""010"",""011"",""100"",""101"",""110"",""111"""
19,19,15,11,11,15,16,17,14,17,17,14,17,16
14,14,15,15,15,15,20,17,18,16,16,18,17,20
6,6,19,8,8,18,12,13,11,13,13,11,13,12
15,15,15,13,13,15,16,15,16,15,15,16,15,16
15,15,16,15,15,16,16,17,19,20,20,19,17,16
19,19,21,16,16,21,18,18,14,14,14,14,18,18
11,11,12,14,14,11,17,15,15,15,15,15,15,17
17,17,13,12,12,13,19,18,21,16,16,21,18,20
9,9,14,11,11,14,12,13,15,13,13,15,13,12
11,11,14,13,13,14,17,19,14,19,19,14,19,17
32,32,18,17,17,19,23,15,15,15,15,15,15,23
11,11,12,12,12,12,15,14,17,16,16,17,14,15
13,13,10,13,13,10,15,14,17,18,18,17,14,15
21,21,21,14,14,21,16,14,25,19,19,25,14,16
6,6,14,14,14,12,14,14,14,14,14,14,14,14
15,15,14,16,16,14,15,14,16,13,13,16,14,15
11,11,15,14,14,15,17,13,16,14,14,16,13,17
7,7,16,11,11,16,16,12,14,14,14,14,12,16
68,68,33,33,33,33,26,19,17,19,19,17,19,26
11,11,11,13,13,11,17,12,19,14,14,19,12,17
6,6,15,14,14,15,15,16,14,14,14,14,16,15
11,11,13,14,14,13,19,13,15,16,16,15,13,19
128,128,67,65,65,67,29,21,18,21,21,18,21,29
6,6,14,14,14,14,15,16,14,16,16,14,16,15
260,260,129,129,129,129,30,22,22,22,22,22,22,30
512,512,258,257,257,259,30,22,22,14,14,22,22,30
2,2,4,4,4,4,8,8,7,8,8,7,8,8
514,514,258,259,259,258,260,131,135,261,261,135,131,260
258,258,130,131,131,130,132,133,133,133,133,133,133,132
6,6,14,14,14,14,15,19,15,14,14,15,19,15
130,130,66,67,67,66,68,69,69,69,69,69,69,68
11,11,15,14,14,15,20,13,15,14,14,15,13,20
6,6,14,14,14,12,15,19,13,13,13,13,19,15
12,12,11,14,14,11,23,14,12,15,15,12,14,19
66,66,33,35,35,34,35,37,37,37,37,37,37,36
8,8,16,10,10,16,14,15,15,14,14,15,15,14
12,12,13,12,12,13,18,13,15,16,16,15,13,19
15,15,14,15,15,14,17,15,16,14,14,16,15,17
6,6,13,14,14,13,14,17,14,17,17,14,17,14
21,21,17,15,15,17,21,13,19,14,14,19,13,21
11,11,10,15,15,10,15,15,16,14,14,16,15,15
8,8,12,15,15,12,15,16,17,17,17,17,16,15
34,34,17,19,19,18,19,21,21,21,21,21,21,20
10,10,13,13,13,13,17,17,15,17,17,15,17,17
7,7,12,9,9,12,17,15,15,16,16,15,15,17
18,18,14,15,15,14,17,18,16,15,15,16,18,17
11,11,15,10,10,15,18,14,14,14,14,14,14,18
17,17,19,15,15,19,18,17,14,17,17,14,17,18
15,15,14,15,15,14,23,17,19,18,18,19,17,23
11,11,14,14,14,14,17,15,16,17,17,16,15,19
6,6,14,9,9,10,11,12,13,12,12,13,12,11
15,15,20,18,18,20,17,17,16,19,19,16,17,17
18,18,23,15,15,23,19,19,14,14,14,14,19,19
9,9,15,12,12,15,17,15,21,16,16,21,15,17
12,12,9,15,15,9,18,17,16,17,17,16,17,18
14,14,12,13,13,12,16,15,18,16,16,18,15,16
10,10,12,12,12,12,15,16,19,16,16,19,16,15
12,12,13,12,12,13,19,16,16,18,18,16,16,19
18,18,10,11,11,10,14,15,13,15,15,13,15,14
10,10,12,13,13,12,21,18,20,13,13,20,18,21
10,10,12,13,13,12,22,17,19,16,16,19,17,22
14,14,12,15,15,12,16,15,16,15,15,16,15,16
8,8,11,11,11,11,25,17,16,17,17,16,17,25
13,13,14,17,17,14,19,16,18,23,23,18,16,19
14,14,11,13,13,11,16,13,16,13,13,16,13,16
11,11,15,22,22,15,19,14,25,22,22,25,14,19
12,12,10,14,14,10,16,15,13,15,15,13,15,16
14,14,14,13,13,14,17,16,14,20,20,14,16,17
17,17,13,10,10,13,17,14,17,14,14,17,14,18
12,12,17,17,17,18,21,15,14,14,14,14,15,21
12,12,17,18,18,18,16,18,17,18,18,17,18,16
10,10,16,17,17,14,16,14,16,15,15,16,14,17
13,13,13,12,12,13,20,17,16,15,15,16,17,18
14,14,13,21,21,13,17,14,17,18,18,17,14,18
4,4,13,12,12,13,13,11,19,11,11,19,11,13
15,15,13,16,16,13,21,15,14,15,15,14,15,17
14,14,14,15,15,14,17,17,13,14,14,13,17,18
12,12,14,16,16,14,19,18,16,23,23,16,18,20
11,11,15,12,12,15,16,19,14,19,19,14,19,17
12,12,12,18,18,12,24,15,15,17,17,15,15,24
9,9,13,12,12,13,18,20,18,20,20,18,20,17
12,12,24,14,14,24,23,15,15,18,18,15,15,23
9,9,12,9,9,12,16,15,14,15,15,14,15,17
12,12,15,14,14,15,32,15,18,16,16,18,15,32
18,18,14,14,14,14,19,17,17,16,16,17,17,19
15,15,15,13,13,16,18,20,14,13,13,14,20,18
7,7,14,9,9,14,17,16,15,16,16,15,16,18
14,14,17,16,16,17,18,15,18,16,16,18,15,17
9,9,15,10,10,15,17,15,15,14,14,15,15,17
7,7,16,10,10,16,13,15,14,14,14,14,15,13
10,10,9,8,8,9,16,8,13,8,8,13,8,14
8,8,16,12,12,16,16,17,12,20,20,12,17,16
7,7,18,12,12,17,14,16,13,16,16,13,16,14
16,16,16,16,16,16,16,18,16,17,17,16,18,15
8,8,14,12,12,14,19,16,14,16,16,14,16,19
11,11,15,14,14,15,15,16,14,17,17,14,16,15
18,18,18,13,13,18,17,16,18,13,13,18,16,17
14,14,20,15,15,20,22,14,21,14,14,21,14,22
6,6,13,9,9,13,12,22,14,22,22,14,22,12
11,11,12,14,14,12,33,22,13,17,17,13,22,31
14,14,14,15,15,14,20,17,14,12,12,14,17,21
11,11,16,21,21,16,17,17,16,17,17,16,17,18
15,15,10,11,11,10,18,15,15,15,15,15,15,17
12,12,17,18,18,17,17,15,19,14,14,19,15,17
12,12,13,12,12,13,21,15,19,12,12,19,15,21
13,13,16,18,18,16,15,18,13,21,21,13,18,15
7,7,15,9,9,15,14,14,11,14,14,11,14,14
13,13,15,17,17,15,15,18,18,15,15,18,18,15
11,11,18,15,15,18,19,18,21,17,17,21,18,16
11,11,18,15,15,18,17,21,13,16,16,13,21,19
10,10,15,13,13,15,15,17,16,17,17,16,17,15
10,10,15,15,15,15,16,15,16,15,15,16,15,17
8,8,16,15,15,16,20,15,17,17,17,17,15,20
10,10,17,16,16,17,16,16,12,16,16,12,16,16
9,9,13,11,11,13,14,15,15,15,15,15,15,14
11,11,18,12,12,18,24,18,15,14,14,15,18,24
9,9,17,15,15,17,14,17,13,17,17,13,17,14
17,17,14,18,18,14,17,20,16,18,18,16,20,17
11,11,14,13,13,12,15,15,13,15,15,13,15,15
9,9,15,14,14,15,17,13,13,16,16,13,13,17
20,20,14,12,12,14,18,13,17,16,16,17,13,18
18,18,16,19,19,16,19,15,14,14,14,14,15,19
5,5,12,10,10,12,12,11,11,11,11,11,11,12
18,18,22,18,18,22,14,15,14,16,16,14,15,14
19,19,15,13,13,14,18,17,14,14,14,14,17,18
11,11,18,12,12,19,24,15,18,15,15,18,15,24
11,11,12,10,10,11,18,15,16,15,15,16,15,20
11,11,15,18,18,15,16,16,14,23,23,14,16,17
8,8,13,14,14,13,16,21,13,14,14,13,21,16
17,17,17,13,13,19,19,17,14,16,16,14,17,19
8,8,14,11,11,14,16,14,15,14,14,15,14,16
11,11,13,12,12,13,17,15,16,15,15,16,15,17
12,12,15,12,12,13,13,14,17,13,13,17,14,13
17,17,13,16,16,13,17,15,15,16,16,15,15,17
10,10,12,10,10,12,15,17,14,17,17,14,17,14
18,18,15,13,13,15,16,17,18,15,15,18,17,16
12,12,13,14,14,13,18,15,15,13,13,15,15,18
13,13,14,14,14,14,19,25,15,19,19,15,25,23
9,9,22,11,11,22,15,15,17,15,15,17,15,15
15,15,13,16,16,13,15,20,17,18,18,17,20,15
13,13,12,12,12,12,20,17,15,17,17,15,17,20
13,13,13,14,14,13,18,20,15,17,17,15,20,18
9,9,15,12,12,15,25,13,14,13,13,14,13,25
12,12,14,14,14,14,18,17,19,14,14,19,17,18
17,17,13,15,15,13,24,14,17,14,14,17,14,24
14,14,14,14,14,15,18,18,17,19,19,17,18,20
11,11,12,9,9,12,18,14,12,14,14,12,14,18
14,14,15,14,14,13,17,13,14,14,14,14,13,20
11,11,13,26,26,12,19,13,15,16,16,15,13,20
29,29,17,31,31,18,18,18,15,15,15,15,18,19
11,11,13,12,12,13,16,15,16,15,15,16,15,16
11,11,21,23,23,17,15,15,14,14,14,14,15,15
11,11,15,14,14,15,18,15,15,16,16,15,15,19
11,11,13,14,14,13,18,15,16,15,15,16,15,19
6,6,6,10,10,6,12,11,7,11,11,7,11,12
11,11,15,14,14,15,18,14,15,14,14,15,14,18
11,11,13,14,14,13,18,18,17,18,18,17,18,19
11,11,29,23,23,29,17,16,21,14,14,21,16,18
11,11,16,12,12,16,19,16,15,16,16,15,16,19
30,30,16,20,20,17,20,14,17,22,22,17,14,20
11,11,16,27,27,18,19,17,13,13,13,13,17,19
12,12,13,14,14,13,20,16,16,16,16,16,16,23
11,11,11,12,12,11,15,14,19,14,14,19,14,15
14,14,14,11,11,14,27,16,17,14,14,17,16,27
16,16,13,18,18,13,21,19,20,19,19,20,19,19
14,14,15,18,18,15,16,15,16,17,17,16,15,16
9,9,13,16,16,13,14,15,12,15,15,12,15,14
11,11,15,12,12,15,16,15,15,12,12,15,15,16
14,14,13,11,11,14,20,17,17,14,14,17,17,17
15,15,15,15,15,16,20,14,14,18,18,14,14,21
7,7,12,14,14,12,16,11,12,11,11,12,11,16
13,13,17,14,14,17,19,20,23,14,14,23,20,20
14,14,14,17,17,14,18,17,18,14,14,18,17,17
12,12,18,14,14,20,16,16,15,14,14,15,16,18
10,10,12,12,12,12,16,19,15,19,19,15,19,16
10,10,13,15,15,13,22,16,20,17,17,20,16,19
10,10,14,11,11,14,17,20,19,20,20,19,20,20
18,18,12,16,16,12,19,18,20,17,17,20,18,15
8,8,15,9,9,14,14,17,17,17,17,17,17,14
12,12,14,13,13,12,19,17,17,15,15,17,17,20
13,13,11,12,12,11,16,15,15,18,18,15,15,19
13,13,15,17,17,15,18,15,14,16,16,14,15,19
11,11,15,13,13,15,16,16,13,16,16,13,16,16
17,17,15,16,16,15,22,15,19,16,16,19,15,22
15,15,13,15,15,13,18,20,19,16,16,19,20,18
18,18,16,15,15,16,16,13,15,16,16,15,13,17
8,8,10,10,10,10,15,11,14,11,11,14,11,16
18,18,15,19,19,15,20,14,15,21,21,15,14,22
16,16,13,14,14,13,15,18,16,26,26,16,18,15
15,15,14,17,17,15,15,18,16,20,20,16,18,15
10,10,14,14,14,14,22,17,15,17,17,15,17,22
10,10,14,14,14,14,14,16,17,18,18,17,16,15
10,10,15,12,12,14,20,14,24,15,15,24,14,22
16,16,18,13,13,20,19,14,16,17,17,16,14,20
6,6,18,12,12,15,16,18,14,18,18,14,18,16
10,10,15,16,16,15,22,18,17,17,17,17,18,22
8,8,20,20,20,15,17,18,15,15,15,15,18,19
8,8,20,20,20,20,17,17,17,16,16,17,17,18
8,8,20,20,20,20,17,15,20,15,15,20,15,17
10,10,15,16,16,14,17,22,18,14,14,18,22,17
8,8,14,16,16,14,16,17,14,18,18,14,17,17
12,12,17,17,17,18,20,13,21,16,16,21,13,21
8,8,20,15,15,15,13,14,17,14,14,17,14,13
12,12,14,18,18,14,19,14,15,17,17,15,14,18
10,10,15,14,14,17,23,14,18,15,15,18,14,23
12,12,18,15,15,18,18,17,19,15,15,19,17,22
8,8,12,14,14,12,17,14,15,14,14,15,14,17
11,11,17,14,14,15,18,17,15,16,16,15,17,19
11,11,14,15,15,15,20,17,18,14,14,18,17,20
10,10,15,13,13,16,19,17,14,13,13,14,17,20
9,9,13,10,10,13,14,14,17,14,14,17,14,14
11,11,19,16,16,19,16,15,17,15,15,17,15,16
9,9,16,16,16,16,18,16,15,17,17,15,16,20
15,15,12,18,18,12,18,17,19,15,15,19,17,18
12,12,17,14,14,16,15,16,12,16,16,12,16,15
10,10,15,15,15,18,17,18,14,18,18,14,18,17
15,15,14,15,15,14,20,14,15,15,15,15,14,24
15,15,14,14,14,14,15,17,17,16,16,17,17,16
4,4,18,9,9,15,13,9,11,9,9,11,9,13
15,15,14,16,16,14,15,17,28,15,15,28,17,15
16,16,14,16,16,14,15,15,25,23,23,25,15,15
12,12,14,16,16,17,17,18,20,16,16,20,18,17
14,14,15,19,19,15,30,18,15,18,18,15,18,30
14,14,12,16,16,12,23,16,23,13,13,23,16,23
8,8,14,11,11,14,15,20,18,18,18,18,20,15
19,19,16,15,15,17,18,19,15,23,23,15,19,18
16,16,13,12,12,13,18,13,13,13,13,13,13,16
14,14,15,13,13,15,20,17,14,19,19,14,17,20
13,13,16,18,18,20,16,21,19,17,17,19,21,17
13,13,13,16,16,13,16,16,16,16,16,16,16,18
12,12,17,17,17,18,16,14,14,14,14,14,14,19
13,13,14,14,14,15,19,18,18,14,14,18,18,20
12,12,14,11,11,14,16,17,15,17,17,15,17,17
13,13,16,19,19,17,18,15,19,13,13,19,15,18
10,10,12,8,8,12,18,14,14,14,14,14,14,19
14,14,12,18,18,12,19,13,19,20,20,19,13,19
9,9,17,15,15,18,16,15,17,15,15,17,15,17
12,12,16,17,17,18,20,15,16,14,14,16,15,19
8,8,16,11,11,15,15,16,14,16,16,14,16,16
10,10,17,15,15,19,20,14,15,13,13,15,14,18
11,11,14,12,12,16,17,20,15,20,20,15,20,16
14,14,13,15,15,14,18,16,18,17,17,18,16,16
7,7,13,12,12,12,16,15,17,15,15,17,15,16
11,11,15,15,15,14,14,16,18,14,14,18,16,15
13,13,12,15,15,12,16,15,15,16,16,15,15,17
16,16,15,15,15,14,21,13,18,15,15,18,13,21
11,11,15,15,15,17,19,15,16,15,15,16,15,19
11,11,15,17,17,15,17,14,13,16,16,13,14,17
10,10,15,14,14,17,19,17,18,12,12,18,17,16
12,12,15,15,15,15,17,15,16,17,17,16,15,18
6,6,13,13,13,13,12,13,11,13,13,11,13,12
12,12,15,15,15,16,19,24,16,18,18,16,24,21
11,11,14,13,13,16,18,15,17,15,15,17,15,20
10,10,13,16,16,14,17,19,14,15,15,14,19,18
10,10,12,12,12,12,16,17,16,17,17,16,17,16
12,12,13,14,14,14,20,17,19,15,15,19,17,22
8,8,14,14,14,13,17,16,16,18,18,16,16,17
12,12,13,23,23,14,19,17,14,19,19,14,17,19
15,15,11,11,11,11,14,14,16,14,14,16,14,14
12,12,15,17,17,13,20,15,14,14,14,14,15,18
8,8,13,20,20,15,17,17,15,19,19,15,17,17
15,15,13,21,21,13,18,14,17,18,18,17,14,19
10,10,13,14,14,13,15,18,12,18,18,12,18,15
12,12,15,15,15,16,17,15,16,15,15,16,15,18
13,13,16,14,14,17,20,16,18,16,16,18,16,20
13,13,14,15,15,14,17,15,15,16,16,15,15,22
6,6,9,9,9,9,15,16,11,16,16,11,16,14
14,14,14,15,15,14,17,18,18,17,17,18,18,17
16,16,16,14,14,14,18,16,20,16,16,20,16,20
13,13,15,16,16,15,17,16,17,18,18,17,16,18
26,26,13,15,15,14,15,20,18,20,20,18,20,17
10,10,14,16,16,16,18,15,17,15,15,17,15,18
11,11,14,17,17,15,17,17,16,17,17,16,17,17
13,13,15,13,13,16,18,18,16,15,15,16,18,19
6,6,10,12,12,10,14,21,14,21,21,14,21,14
11,11,13,17,17,13,16,16,16,14,14,16,16,16
47,47,23,26,26,24,16,14,16,18,18,16,14,16
11,11,15,18,18,16,16,15,14,17,17,14,15,15
6,6,12,14,14,14,15,20,14,20,20,14,20,17
90,90,46,47,47,46,18,15,20,16,16,20,15,20
6,6,12,14,14,14,15,18,14,21,21,14,18,15
6,6,12,14,14,14,15,19,14,19,19,14,19,17
8,8,6,7,7,5,13,10,13,10,10,13,10,14
6,6,12,14,14,14,15,14,18,19,19,18,14,16
6,6,12,14,14,14,16,15,18,15,15,18,15,16
89,89,45,47,47,45,50,28,27,50,50,27,28,50
6,6,12,14,14,14,18,15,18,15,15,18,15,19
11,11,19,19,19,19,19,15,16,15,15,16,15,17
48,48,23,25,25,24,25,29,27,29,29,27,29,26
12,12,13,18,18,13,14,14,20,19,19,20,14,16
6,6,10,13,13,10,17,15,15,15,15,15,15,17
13,13,14,16,16,15,16,15,25,15,15,25,15,16
11,11,15,26,26,15,20,17,21,17,17,21,17,21
10,10,17,16,16,20,15,15,17,19,19,17,15,16
25,25,13,26,26,14,15,19,16,19,19,16,19,18
10,10,14,14,14,16,15,17,18,20,20,18,17,15
11,11,13,14,14,13,19,18,15,15,15,15,18,21
14,14,19,14,14,20,18,17,17,15,15,17,17,18
6,6,12,15,15,12,12,13,13,13,13,13,13,13
13,13,13,16,16,13,23,16,21,14,14,21,16,23
15,15,16,16,16,19,17,17,18,14,14,18,17,17
11,11,16,17,17,16,16,14,15,16,16,15,14,17
9,9,14,17,17,14,21,14,13,14,14,13,14,21
14,14,15,21,21,15,19,16,17,19,19,17,16,19
12,12,15,12,12,15,16,15,20,13,13,20,15,18
11,11,13,18,18,12,17,18,18,17,17,18,18,15
16,16,10,13,13,10,17,14,16,14,14,16,14,18
9,9,14,18,18,13,19,16,21,18,18,21,16,20
10,10,15,12,12,16,17,15,18,15,15,18,15,17
12,12,15,14,14,16,18,17,19,15,15,19,17,17
12,12,15,11,11,17,17,15,19,15,15,19,15,16
10,10,14,17,17,15,16,13,18,15,15,18,13,20
13,13,18,13,13,25,15,19,19,19,19,19,19,15
15,15,13,15,15,14,18,16,14,15,15,14,16,19
6,6,11,24,24,12,14,12,18,12,12,18,12,16
14,14,13,14,14,13,15,14,17,18,18,17,14,17
13,13,13,13,13,15,18,16,19,14,14,19,16,18
10,10,16,16,16,16,20,19,19,15,15,19,19,23
10,10,12,14,14,12,16,14,16,14,14,16,14,14
12,12,16,18,18,16,18,16,18,15,15,18,16,19
11,11,18,15,15,14,16,15,16,15,15,16,15,16
11,11,16,13,13,16,17,18,14,16,16,14,18,17
8,8,11,15,15,11,13,21,16,21,21,16,21,14
14,14,13,16,16,13,15,23,15,16,16,15,23,14
15,15,16,14,14,18,15,15,18,16,16,18,15,15
10,10,16,13,13,18,20,14,16,15,15,16,14,23
10,10,18,13,13,14,14,16,15,16,16,15,16,15
14,14,15,18,18,15,16,16,21,15,15,21,16,17
15,15,14,14,14,15,19,14,14,14,14,14,14,19
11,11,14,17,17,16,16,15,14,15,15,14,15,16
9,9,13,12,12,15,14,19,13,19,19,13,19,14
12,12,13,21,21,13,15,17,15,14,14,15,17,16
10,10,12,15,15,12,18,18,18,16,16,18,18,21
9,9,15,15,15,15,17,19,13,14,14,13,19,19
8,8,12,13,13,12,16,20,13,20,20,13,20,16
14,14,15,15,15,15,16,19,17,21,21,17,19,15
11,11,15,15,15,15,18,17,16,15,15,16,17,18
15,15,19,16,16,19,19,17,16,17,17,16,17,19
10,10,11,17,17,11,16,17,27,17,17,27,17,16
14,14,17,12,12,17,18,14,18,16,16,18,14,18
11,11,15,14,14,15,17,15,17,15,15,17,15,16
9,9,14,21,21,14,17,16,14,15,15,14,16,17
21,21,12,18,18,12,19,17,20,17,17,20,17,19
12,12,16,15,15,16,18,14,26,16,16,26,14,18
20,20,16,17,17,16,16,24,18,16,16,18,24,16
23,23,17,18,18,17,15,17,15,15,15,15,17,15
4,4,6,9,9,6,11,10,10,10,10,10,10,10
21,21,17,18,18,17,17,15,17,17,17,17,15,17
28,28,15,19,19,14,18,16,16,16,16,16,16,18
10,10,16,16,16,16,16,17,16,18,18,16,17,16
18,18,14,12,12,14,18,15,15,15,15,15,15,18
12,12,16,16,16,16,20,18,15,16,16,15,18,20
13,13,19,12,12,19,23,18,15,18,18,15,18,23
11,11,15,14,14,15,18,19,20,18,18,20,19,18
42,42,12,12,12,12,23,17,18,17,17,18,17,23
12,12,17,18,18,16,18,15,15,14,14,15,15,18
12,12,15,15,15,15,19,13,17,18,18,17,13,19
12,12,16,15,15,16,18,17,17,14,14,17,17,18
8,8,13,12,12,13,16,17,15,17,17,15,17,16
13,13,19,18,18,19,20,15,21,17,17,21,15,20
14,14,14,13,13,14,18,15,17,16,16,17,15,18
12,12,16,15,15,16,18,17,16,17,17,16,17,18
7,7,14,10,10,13,14,11,14,11,11,14,11,14
11,11,21,20,20,21,17,23,18,18,18,18,23,17
11,11,12,11,11,12,20,16,19,16,16,19,16,20
11,11,15,15,15,15,20,15,16,15,15,16,15,20
11,11,14,13,13,14,18,16,16,16,16,16,16,18
9,9,18,15,15,18,19,15,16,16,16,16,15,18
11,11,16,15,15,16,18,15,23,15,15,23,15,18
23,23,14,18,18,14,24,14,16,18,18,16,14,24
8,8,12,14,14,12,16,13,16,13,13,16,13,16
12,12,14,18,18,14,18,16,16,14,14,16,16,18
14,14,16,13,13,15,19,18,16,16,16,16,18,19
14,14,15,15,15,15,19,17,16,16,16,16,17,19
11,11,13,16,16,12,24,15,17,15,15,17,15,24
14,14,14,17,17,14,20,15,16,16,16,16,15,20
10,10,11,14,14,11,17,14,20,14,14,20,14,17
11,11,16,13,13,16,17,14,15,17,17,15,14,17
11,11,12,13,13,12,13,13,14,13,13,14,13,13
10,10,15,18,18,15,21,16,16,15,15,16,16,21
10,10,11,14,14,11,18,20,20,20,20,20,20,16
11,11,17,16,16,17,17,18,16,17,17,16,18,17
10,10,15,16,16,15,21,15,15,15,15,15,15,21
13,13,15,14,14,15,18,16,16,15,15,16,16,17
11,11,15,16,16,15,18,17,14,16,16,14,17,18
11,11,14,14,14,14,22,19,14,16,16,14,19,22
8,8,11,11,11,11,14,18,16,18,18,16,18,14
12,12,15,14,14,15,21,15,16,16,16,16,15,23
17,17,13,17,17,13,20,17,19,15,15,19,17,20
12,12,13,15,15,13,19,15,16,14,14,16,15,20
19,19,12,10,10,12,19,15,21,15,15,21,15,19
13,13,14,15,15,14,15,20,15,17,17,15,20,15
10,10,17,15,15,17,20,14,31,16,16,31,14,22
19,19,14,16,16,14,24,14,21,16,16,21,14,24
9,9,13,10,10,13,18,12,13,12,12,13,12,18
16,16,14,16,16,14,17,17,14,14,14,14,17,17
14,14,13,15,15,12,17,18,17,18,18,17,18,17
11,11,15,13,13,15,17,15,13,14,14,13,15,17
10,10,13,12,12,13,21,14,14,14,14,14,14,21
17,17,15,15,15,15,17,15,16,14,14,16,15,17
13,13,21,12,12,23,23,21,16,17,17,16,21,23
12,12,15,16,16,15,26,19,28,16,16,28,19,26
11,11,10,10,10,10,25,15,16,15,15,16,15,26
23,23,19,15,15,19,21,13,16,18,18,16,13,21
10,10,14,16,16,14,19,16,16,15,15,16,16,19
17,17,17,15,15,16,18,14,15,16,16,15,14,18
11,11,14,12,12,12,17,13,14,13,13,14,13,17
12,12,14,17,17,14,21,14,18,14,14,18,14,21
11,11,12,13,13,12,19,14,23,13,13,23,14,19
11,11,13,13,13,12,19,14,20,13,13,20,14,19
8,8,9,8,8,9,19,8,21,8,8,21,8,19
13,13,12,13,13,12,19,13,14,14,14,14,13,19
11,11,13,13,13,13,19,13,17,13,13,17,13,19
12,12,14,18,18,14,19,18,18,18,18,18,18,19
13,13,11,12,12,11,20,14,14,14,14,14,14,20
16,16,16,14,14,15,19,15,16,18,18,16,15,19
14,14,13,18,18,13,20,18,16,18,18,16,18,21
22,22,18,15,15,18,19,17,15,19,19,15,17,19
11,11,14,11,11,14,16,15,15,15,15,15,15,16
12,12,16,14,14,16,18,17,15,14,14,15,17,18
18,18,15,13,13,15,17,17,16,14,14,16,17,17
18,18,14,16,16,14,15,14,18,19,19,18,14,15
11,11,12,13,13,11,15,17,16,17,17,16,17,14
15,15,14,14,14,14,18,18,18,14,14,18,18,17
13,13,13,14,14,13,17,21,16,16,16,16,21,17
10,10,20,13,13,20,22,18,19,14,14,19,18,20
13,13,10,10,10,10,19,12,15,12,12,15,12,20
11,11,24,12,12,25,16,17,14,18,18,14,17,16
12,12,16,15,15,16,14,15,16,16,16,16,15,14
15,15,17,14,14,17,23,15,15,16,16,15,15,23
8,8,10,13,13,10,20,17,16,17,17,16,17,20
15,15,13,19,19,13,17,19,16,18,18,16,19,17
12,12,17,13,13,17,17,15,17,16,16,17,15,17
13,13,13,15,15,13,17,15,16,15,15,16,15,17
16,16,14,12,12,14,16,16,14,16,16,14,16,16
17,17,13,14,14,13,20,19,17,18,18,17,19,22
13,13,13,14,14,13,15,17,17,14,14,17,17,15
14,14,14,16,16,14,25,17,16,15,15,16,17,25
15,15,14,13,13,13,18,15,19,15,15,19,15,19
10,10,16,18,18,16,18,16,15,21,21,15,16,18
14,14,16,14,14,16,23,21,15,22,22,15,21,23
15,15,16,24,24,16,18,20,18,26,26,18,20,18
5,5,12,8,8,12,12,9,11,9,9,11,9,12
13,13,15,19,19,15,21,16,16,18,18,16,16,21
14,14,12,16,16,12,18,21,16,21,21,16,21,18
11,11,16,18,18,16,21,18,16,16,16,16,18,21
12,12,12,16,16,12,18,15,14,15,15,14,15,18
14,14,15,18,18,15,18,15,15,15,15,15,15,18
11,11,16,13,13,16,18,16,14,15,15,14,16,18
18,18,16,16,16,16,18,16,17,14,14,17,16,18
13,13,19,15,15,20,15,12,23,12,12,23,12,15
16,16,16,15,15,16,18,14,14,17,17,14,14,18
13,13,19,18,18,20,20,15,17,16,16,17,15,22
13,13,18,16,16,18,21,15,23,15,15,23,15,21
16,16,16,25,25,16,21,14,15,14,14,15,14,21
13,13,16,15,15,15,20,15,14,17,17,14,15,20
16,16,14,14,14,14,19,20,17,17,17,17,20,19
13,13,19,16,16,19,19,13,17,17,17,17,13,20
9,9,9,16,16,9,36,12,14,12,12,14,12,32
13,13,18,13,13,18,18,17,15,17,17,15,17,18
14,14,16,17,17,16,27,20,20,19,19,20,20,27
16,16,15,16,16,15,19,18,14,14,14,14,18,18
14,14,13,15,15,13,15,17,16,17,17,16,17,15
13,13,18,22,22,18,18,16,16,15,15,16,16,18
11,11,12,14,14,12,17,15,17,15,15,17,15,17
20,20,13,18,18,13,18,17,17,14,14,17,17,18
7,7,13,13,13,13,14,13,17,13,13,17,13,14
12,12,14,17,17,14,19,20,21,15,15,21,20,19
14,14,13,20,20,13,17,20,18,15,15,18,20,17
11,11,18,15,15,18,16,17,15,15,15,15,17,16
10,10,12,15,15,12,16,16,18,16,16,18,16,16
14,14,14,15,15,14,20,18,20,21,21,20,18,20
8,8,13,14,14,13,17,19,17,19,19,17,19,17
10,10,12,14,14,12,15,16,14,17,17,14,16,15
20,20,10,13,13,10,13,11,15,11,11,15,11,13
8,8,12,12,12,12,16,15,17,17,17,17,15,16
10,10,12,10,10,12,16,17,15,18,18,15,17,16
14,14,14,16,16,14,15,16,14,18,18,14,16,15
8,8,10,10,10,10,20,16,15,16,16,15,16,20
10,10,17,15,15,17,21,14,16,16,16,16,14,21
14,14,15,16,16,15,19,17,17,17,17,17,17,19
12,12,18,18,18,18,16,18,18,16,16,18,18,16
10,10,11,12,12,11,15,14,14,14,14,14,14,15
21,21,16,17,17,16,21,14,17,16,16,17,14,21
9,9,11,12,12,11,16,17,20,18,18,20,17,16
13,13,21,18,18,21,16,15,24,15,15,24,15,16
19,19,15,11,11,15,16,17,14,17,17,14,17,16
12,12,19,16,16,20,18,17,19,20,20,19,17,18
14,14,15,15,15,15,24,17,18,16,16,18,17,24
14,14,13,16,16,13,18,17,16,17,17,16,17,17
6,6,19,8,8,18,12,13,11,13,13,11,13,12
14,14,14,15,15,14,18,18,14,14,14,14,18,18
15,15,15,13,13,15,16,15,16,15,15,16,15,16
16,16,16,16,16,16,16,15,16,22,22,16,15,16
15,15,16,15,15,16,16,20,19,20,20,19,20,16
11,11,16,17,17,16,19,16,17,16,16,17,16,19
19,19,21,16,16,21,18,18,14,18,18,14,18,18
